wave,posterior,var,xwaveid
4,0.0087,losatsf,0108478
5,0.0082,losatsf,0108478
6,0.0082,losatsf,0108478
7,0,losatsf,0108478
8,0,losatsf,0108478
-6,0,losatyh,0108478
-5,0,losatyh,0108478
-4,0,losatyh,0108478
-3,0.0182,losatyh,0108478
-2,0.0167,losatyh,0108478
-1,0.0133,losatyh,0108478
0,0.0174,losatyh,0108478
1,0.0173,losatyh,0108478
2,0.0187,losatyh,0108478
3,0.024,losatyh,0108478
4,0.0297,losatyh,0108478
5,0.0327,losatyh,0108478
6,0.0574,losatyh,0108478
7,0,losatyh,0108478
8,0,losatyh,0108478
-6,0,lssupac,0108478
-5,0,lssupac,0108478
-4,0,lssupac,0108478
-3,5e-4,lssupac,0108478
-2,0,lssupac,0108478
-1,0,lssupac,0108478
0,0,lssupac,0108478
1,1e-4,lssupac,0108478
2,1e-4,lssupac,0108478
3,2e-4,lssupac,0108478
4,0,lssupac,0108478
5,3e-4,lssupac,0108478
6,5e-4,lssupac,0108478
7,0,lssupac,0108478
8,0,lssupac,0108478
-6,0,lssuplt,0108478
-5,0,lssuplt,0108478
-4,0,lssuplt,0108478
-3,0.0011,lssuplt,0108478
-2,2e-4,lssuplt,0108478
-1,4e-4,lssuplt,0108478
0,6e-4,lssuplt,0108478
1,0,lssuplt,0108478
2,0,lssuplt,0108478
3,1e-4,lssuplt,0108478
4,0,lssuplt,0108478
5,2e-4,lssuplt,0108478
6,2e-4,lssuplt,0108478
7,0,lssuplt,0108478
8,0,lssuplt,0108478
-6,0,lssupnh,0108478
-5,0,lssupnh,0108478
-4,0,lssupnh,0108478
-3,2e-4,lssupnh,0108478
-2,1e-4,lssupnh,0108478
-1,2e-4,lssupnh,0108478
0,3e-4,lssupnh,0108478
1,0,lssupnh,0108478
2,6e-4,lssupnh,0108478
3,5e-4,lssupnh,0108478
4,2e-4,lssupnh,0108478
5,0.0012,lssupnh,0108478
6,0,lssupnh,0108478
7,0,lssupnh,0108478
8,0,lssupnh,0108478
-6,0,lssupvl,0108478
-5,0,lssupvl,0108478
-4,0,lssupvl,0108478
-3,0.0373,lssupvl,0108478
-2,0.0247,lssupvl,0108478
-1,0.0264,lssupvl,0108478
0,0.035,lssupvl,0108478
1,0.0275,lssupvl,0108478
2,0.0243,lssupvl,0108478
3,0.0184,lssupvl,0108478
4,0.0239,lssupvl,0108478
5,0.0226,lssupvl,0108478
6,0.0287,lssupvl,0108478
7,0,lssupvl,0108478
8,0,lssupvl,0108478
-6,0,ghmh,0108668
-5,0,ghmh,0108668
-4,0,ghmh,0108668
-3,0.0573,ghmh,0108668
-2,0.0141,ghmh,0108668
-1,0.0136,ghmh,0108668
0,0.0123,ghmh,0108668
1,0.0228,ghmh,0108668
2,0.0217,ghmh,0108668
3,0.0223,ghmh,0108668
4,0.022,ghmh,0108668
5,0.0357,ghmh,0108668
6,0.0426,ghmh,0108668
7,0,ghmh,0108668
8,0,ghmh,0108668
-6,0,losat,0108668
-5,0,losat,0108668
-4,0,losat,0108668
-3,0.0283,losat,0108668
-2,0.0075,losat,0108668
-1,0.007,losat,0108668
0,0.0074,losat,0108668
1,0.0113,losat,0108668
2,0.0038,losat,0108668
3,0.0045,losat,0108668
4,0.0051,losat,0108668
5,0.0053,losat,0108668
6,0.004,losat,0108668
7,0,losat,0108668
8,0,losat,0108668
-6,0,losateo,0108668
-5,0,losateo,0108668
-4,0,losateo,0108668
-3,0.0155,losateo,0108668
-2,0.014,losateo,0108668
-1,0.007,losateo,0108668
0,0.0083,losateo,0108668
1,0.0069,losateo,0108668
2,0.0069,losateo,0108668
3,0.0105,losateo,0108668
4,0.0098,losateo,0108668
5,0.0084,losateo,0108668
6,0.0086,losateo,0108668
7,0,losateo,0108668
8,0,losateo,0108668
-6,0,losatfs,0108668
-5,0,losatfs,0108668
-4,0,losatfs,0108668
-3,0.0175,losatfs,0108668
-2,0.0184,losatfs,0108668
-1,0.0116,losatfs,0108668
0,0.015,losatfs,0108668
1,0.0083,losatfs,0108668
2,0.0118,losatfs,0108668
3,0.0112,losatfs,0108668
4,0.0108,losatfs,0108668
5,0.0113,losatfs,0108668
6,0.0146,losatfs,0108668
7,0,losatfs,0108668
8,0,losatfs,0108668
-6,0,losatft,0108668
-5,0,losatft,0108668
-4,0,losatft,0108668
-3,0.0279,losatft,0108668
-2,0.0296,losatft,0108668
-1,0.0197,losatft,0108668
0,0.0168,losatft,0108668
1,0.0136,losatft,0108668
2,0.0163,losatft,0108668
3,0.0122,losatft,0108668
4,0.014,losatft,0108668
5,0.0174,losatft,0108668
6,0.017,losatft,0108668
7,0,losatft,0108668
8,0,losatft,0108668
-6,0,losathl,0108668
-5,0,losathl,0108668
-4,0,losathl,0108668
-3,0.0166,losathl,0108668
-2,0.0049,losathl,0108668
-1,0.0046,losathl,0108668
0,0.0034,losathl,0108668
1,0.0032,losathl,0108668
2,0.005,losathl,0108668
3,0.0022,losathl,0108668
4,0.0023,losathl,0108668
5,0.005,losathl,0108668
6,0.0058,losathl,0108668
7,0,losathl,0108668
8,0,losathl,0108668
-6,0,losatlc,0108668
-5,0,losatlc,0108668
-4,0,losatlc,0108668
-3,0.0155,losatlc,0108668
-2,0.0177,losatlc,0108668
-1,0.0141,losatlc,0108668
0,0.0189,losatlc,0108668
1,0.0158,losatlc,0108668
2,0.0134,losatlc,0108668
3,0.0151,losatlc,0108668
4,0.0094,losatlc,0108668
5,0.0141,losatlc,0108668
6,0.0126,losatlc,0108668
7,0,losatlc,0108668
8,0,losatlc,0108668
-6,0,losatnl,0108668
-5,0,losatnl,0108668
-4,0,losatnl,0108668
-3,0.0566,losatnl,0108668
-2,0.0174,losatnl,0108668
-1,0.0083,losatnl,0108668
0,0.0073,losatnl,0108668
1,0.0033,losatnl,0108668
2,0.016,losatnl,0108668
3,0.0122,losatnl,0108668
4,0.0101,losatnl,0108668
5,0.0079,losatnl,0108668
6,0.0112,losatnl,0108668
7,0,losatnl,0108668
8,0,losatnl,0108668
-6,0,losatsf,0108668
-5,0,losatsf,0108668
-4,0,losatsf,0108668
-3,0.0662,losatsf,0108668
-2,0.053,losatsf,0108668
-1,0.0729,losatsf,0108668
0,0.0582,losatsf,0108668
1,0.1216,losatsf,0108668
2,0.0785,losatsf,0108668
3,0.0639,losatsf,0108668
4,0.0521,losatsf,0108668
5,0.0474,losatsf,0108668
6,0.0565,losatsf,0108668
7,0,losatsf,0108668
8,0,losatsf,0108668
-6,0,losatyh,0108668
-5,0,losatyh,0108668
-4,0,losatyh,0108668
-3,0.2642,losatyh,0108668
-2,0.1406,losatyh,0108668
-1,0.0475,losatyh,0108668
0,0.0339,losatyh,0108668
1,0.0517,losatyh,0108668
2,0.0057,losatyh,0108668
3,0.0147,losatyh,0108668
4,0.0127,losatyh,0108668
5,0.0187,losatyh,0108668
6,0.0204,losatyh,0108668
7,0,losatyh,0108668
8,0,losatyh,0108668
-6,0,lssupac,0108668
-5,0,lssupac,0108668
-4,0,lssupac,0108668
-3,0.0135,lssupac,0108668
-2,0.0112,lssupac,0108668
-1,0.0103,lssupac,0108668
0,0.0047,lssupac,0108668
1,0.006,lssupac,0108668
2,0.0077,lssupac,0108668
3,0.0078,lssupac,0108668
4,0.0078,lssupac,0108668
5,0.0174,lssupac,0108668
6,0.0406,lssupac,0108668
7,0,lssupac,0108668
8,0,lssupac,0108668
-6,0,lssuplt,0108668
-5,0,lssuplt,0108668
-4,0,lssuplt,0108668
-3,0.0106,lssuplt,0108668
-2,0.0108,lssuplt,0108668
-1,0.0087,lssuplt,0108668
0,0.0097,lssuplt,0108668
1,0.0073,lssuplt,0108668
2,0.0078,lssuplt,0108668
3,0.0104,lssuplt,0108668
4,0.0087,lssuplt,0108668
5,0.0123,lssuplt,0108668
6,0.022,lssuplt,0108668
7,0,lssuplt,0108668
8,0,lssuplt,0108668
-6,0,lssupnh,0108668
-5,0,lssupnh,0108668
-4,0,lssupnh,0108668
-3,0.2242,lssupnh,0108668
-2,0.0142,lssupnh,0108668
-1,0.0278,lssupnh,0108668
0,0.0225,lssupnh,0108668
1,0.0171,lssupnh,0108668
2,0.0365,lssupnh,0108668
3,0.019,lssupnh,0108668
4,0.0339,lssupnh,0108668
5,0.0243,lssupnh,0108668
6,0.1996,lssupnh,0108668
7,0,lssupnh,0108668
8,0,lssupnh,0108668
-6,0,lssupvl,0108668
-5,0,lssupvl,0108668
-4,0,lssupvl,0108668
-3,0.0412,lssupvl,0108668
-2,0.057,lssupvl,0108668
-1,0.028,lssupvl,0108668
0,0.0368,lssupvl,0108668
1,0.0358,lssupvl,0108668
2,0.0284,lssupvl,0108668
3,0.0266,lssupvl,0108668
4,0.0334,lssupvl,0108668
5,0.0315,lssupvl,0108668
6,0.0398,lssupvl,0108668
7,0,lssupvl,0108668
8,0,lssupvl,0108668
-6,0,ghmh,0110434
-5,0,ghmh,0110434
-4,0,ghmh,0110434
-3,0.0307,ghmh,0110434
-2,0.0305,ghmh,0110434
-1,0.0262,ghmh,0110434
0,0.027,ghmh,0110434
1,0.028,ghmh,0110434
2,0.0201,ghmh,0110434
3,0.0298,ghmh,0110434
4,0.0246,ghmh,0110434
5,0.0239,ghmh,0110434
6,0.0339,ghmh,0110434
7,0,ghmh,0110434
8,0,ghmh,0110434
-6,0,losat,0110434
-5,0,losat,0110434
-4,0,losat,0110434
-3,0.2229,losat,0110434
-2,0.0745,losat,0110434
-1,0.3016,losat,0110434
0,0.0449,losat,0110434
1,0.278,losat,0110434
2,0.0762,losat,0110434
3,0.1219,losat,0110434
4,0.2849,losat,0110434
5,0.0866,losat,0110434
6,0.1764,losat,0110434
7,0,losat,0110434
8,0,losat,0110434
-6,0,losateo,0110434
-5,0,losateo,0110434
-4,0,losateo,0110434
-3,0.1191,losateo,0110434
-2,0.1013,losateo,0110434
-1,0.0815,losateo,0110434
0,0.1036,losateo,0110434
1,0.0787,losateo,0110434
2,0.1375,losateo,0110434
3,0.106,losateo,0110434
4,0.248,losateo,0110434
5,0.0536,losateo,0110434
6,0.0899,losateo,0110434
7,0,losateo,0110434
8,0,losateo,0110434
-6,0,losatfs,0110434
-5,0,losatfs,0110434
-4,0,losatfs,0110434
-3,0.1098,losatfs,0110434
-2,0.0489,losatfs,0110434
-1,0.0508,losatfs,0110434
0,0.0507,losatfs,0110434
1,0.0457,losatfs,0110434
2,0.0707,losatfs,0110434
3,0.0469,losatfs,0110434
4,0.2627,losatfs,0110434
5,0.091,losatfs,0110434
6,0.1852,losatfs,0110434
7,0,losatfs,0110434
8,0,losatfs,0110434
-6,0,losatft,0110434
-5,0,losatft,0110434
-4,0,losatft,0110434
-3,0.1215,losatft,0110434
-2,0.0553,losatft,0110434
-1,0.0545,losatft,0110434
0,0.0472,losatft,0110434
1,0.1028,losatft,0110434
2,0.11,losatft,0110434
3,0.2537,losatft,0110434
4,0.2806,losatft,0110434
5,0.1111,losatft,0110434
6,0.1731,losatft,0110434
7,0,losatft,0110434
8,0,losatft,0110434
-6,0,losathl,0110434
-5,0,losathl,0110434
-4,0,losathl,0110434
-3,0.0239,losathl,0110434
-2,0.0171,losathl,0110434
-1,0.0297,losathl,0110434
0,0.0262,losathl,0110434
1,0.0547,losathl,0110434
2,0.0241,losathl,0110434
3,0.0243,losathl,0110434
4,0.0245,losathl,0110434
5,0.0381,losathl,0110434
6,0.0516,losathl,0110434
7,0,losathl,0110434
8,0,losathl,0110434
-6,0,losatlc,0110434
-5,0,losatlc,0110434
-4,0,losatlc,0110434
-3,0.0514,losatlc,0110434
-2,0.0328,losatlc,0110434
-1,0.0404,losatlc,0110434
0,0.0364,losatlc,0110434
1,0.0438,losatlc,0110434
2,0.037,losatlc,0110434
3,0.0452,losatlc,0110434
4,0.0273,losatlc,0110434
5,0.0384,losatlc,0110434
6,0.0425,losatlc,0110434
7,0,losatlc,0110434
8,0,losatlc,0110434
-6,0,losatnl,0110434
-5,0,losatnl,0110434
-4,0,losatnl,0110434
-3,0.0678,losatnl,0110434
-2,0.0406,losatnl,0110434
-1,0.0497,losatnl,0110434
0,0.0691,losatnl,0110434
1,0.0703,losatnl,0110434
2,0.0671,losatnl,0110434
3,0.185,losatnl,0110434
4,0.0675,losatnl,0110434
5,0.3108,losatnl,0110434
6,0.0959,losatnl,0110434
7,0,losatnl,0110434
8,0,losatnl,0110434
-6,0,losatsf,0110434
-5,0,losatsf,0110434
-4,0,losatsf,0110434
-3,0.0211,losatsf,0110434
-2,0.011,losatsf,0110434
-1,0.0146,losatsf,0110434
0,0.0184,losatsf,0110434
1,0.0144,losatsf,0110434
2,0.0153,losatsf,0110434
3,0.0231,losatsf,0110434
4,0.0183,losatsf,0110434
5,0.0487,losatsf,0110434
6,0.0543,losatsf,0110434
7,0,losatsf,0110434
8,0,losatsf,0110434
-6,0,losatyh,0110434
-5,0,losatyh,0110434
-4,0,losatyh,0110434
-3,0.1329,losatyh,0110434
-2,0.1162,losatyh,0110434
-1,0.18,losatyh,0110434
0,0.1088,losatyh,0110434
1,0.1065,losatyh,0110434
2,0.1134,losatyh,0110434
3,0.1588,losatyh,0110434
4,0.0726,losatyh,0110434
5,0.1489,losatyh,0110434
6,0.1046,losatyh,0110434
7,0,losatyh,0110434
8,0,losatyh,0110434
-6,0,lssupac,0110434
-5,0,lssupac,0110434
-4,0,lssupac,0110434
-3,0.1357,lssupac,0110434
-2,0.1599,lssupac,0110434
-1,0.1329,lssupac,0110434
0,0.8028,lssupac,0110434
1,0.0158,lssupac,0110434
2,0.0613,lssupac,0110434
3,0.1024,lssupac,0110434
4,0.0323,lssupac,0110434
5,0.4488,lssupac,0110434
6,0.1349,lssupac,0110434
7,0,lssupac,0110434
8,0,lssupac,0110434
-6,0,lssuplt,0110434
-5,0,lssuplt,0110434
-4,0,lssuplt,0110434
-3,0.2715,lssuplt,0110434
-2,0.2045,lssuplt,0110434
-1,0.1736,lssuplt,0110434
0,0.5917,lssuplt,0110434
1,0.0659,lssuplt,0110434
2,0.0216,lssuplt,0110434
3,0.843,lssuplt,0110434
4,0.1081,lssuplt,0110434
5,0.2079,lssuplt,0110434
6,0.4136,lssuplt,0110434
7,0,lssuplt,0110434
8,0,lssuplt,0110434
-6,0,lssupnh,0110434
-5,0,lssupnh,0110434
-4,0,lssupnh,0110434
-3,0.0407,lssupnh,0110434
-2,0.0303,lssupnh,0110434
-1,0.0435,lssupnh,0110434
0,0.039,lssupnh,0110434
1,0.0398,lssupnh,0110434
2,0.0366,lssupnh,0110434
3,0.0382,lssupnh,0110434
4,0.0541,lssupnh,0110434
5,0.0477,lssupnh,0110434
6,0.0947,lssupnh,0110434
7,0,lssupnh,0110434
8,0,lssupnh,0110434
-6,0,lssupvl,0110434
-5,0,lssupvl,0110434
-4,0,lssupvl,0110434
-3,0.052,lssupvl,0110434
-2,0.0392,lssupvl,0110434
-1,0.0361,lssupvl,0110434
0,0.0541,lssupvl,0110434
1,0.0422,lssupvl,0110434
2,0.063,lssupvl,0110434
3,0.0484,lssupvl,0110434
4,0.0556,lssupvl,0110434
5,0.0478,lssupvl,0110434
6,0.0972,lssupvl,0110434
7,0,lssupvl,0110434
8,0,lssupvl,0110434
-6,0,ghmh,0110723
-5,0,ghmh,0110723
-4,0,ghmh,0110723
-3,0.0647,ghmh,0110723
-2,0.0397,ghmh,0110723
-1,0.05,ghmh,0110723
0,0.0411,ghmh,0110723
1,0.0567,ghmh,0110723
2,0.0403,ghmh,0110723
3,0.0363,ghmh,0110723
4,0.0478,ghmh,0110723
5,0.0446,ghmh,0110723
6,0.0503,ghmh,0110723
7,0,ghmh,0110723
8,0,ghmh,0110723
-6,0,losat,0110723
-5,0,losat,0110723
-4,0,losat,0110723
-3,0.1928,losat,0110723
-2,0.0315,losat,0110723
-1,0.0534,losat,0110723
0,0.0381,losat,0110723
1,0.0311,losat,0110723
2,0.0422,losat,0110723
3,0.0318,losat,0110723
4,0.0293,losat,0110723
5,0.0308,losat,0110723
6,0.0395,losat,0110723
7,0,losat,0110723
8,0,losat,0110723
-6,0,losateo,0110723
-5,0,losateo,0110723
-4,0,losateo,0110723
-3,0.0937,losateo,0110723
-2,0.1087,losateo,0110723
-1,0.0601,losateo,0110723
0,0.0571,losateo,0110723
1,0.0724,losateo,0110723
2,0.0991,losateo,0110723
3,0.0565,losateo,0110723
4,0.0633,losateo,0110723
5,0.0514,losateo,0110723
6,0.126,losateo,0110723
7,0,losateo,0110723
8,0,losateo,0110723
-6,0,losatfs,0110723
-5,0,losatfs,0110723
-4,0,losatfs,0110723
-3,0.1772,losatfs,0110723
-2,0.0722,losatfs,0110723
-1,0.1217,losatfs,0110723
0,0.0734,losatfs,0110723
1,0.0778,losatfs,0110723
2,0.1082,losatfs,0110723
3,0.0799,losatfs,0110723
4,0.0799,losatfs,0110723
5,0.0716,losatfs,0110723
6,0.1075,losatfs,0110723
7,0,losatfs,0110723
8,0,losatfs,0110723
-6,0,losatft,0110723
-5,0,losatft,0110723
-4,0,losatft,0110723
-3,0.105,losatft,0110723
-2,0.0649,losatft,0110723
-1,0.0789,losatft,0110723
0,0.093,losatft,0110723
1,0.0967,losatft,0110723
2,0.0636,losatft,0110723
3,0.0803,losatft,0110723
4,0.0683,losatft,0110723
5,0.0978,losatft,0110723
6,0.1945,losatft,0110723
7,0,losatft,0110723
8,0,losatft,0110723
-6,0,losathl,0110723
-5,0,losathl,0110723
-4,0,losathl,0110723
-3,0.07,losathl,0110723
-2,0.1065,losathl,0110723
-1,0.0526,losathl,0110723
0,0.0487,losathl,0110723
1,0.0584,losathl,0110723
2,0.0532,losathl,0110723
3,0.0413,losathl,0110723
4,0.0414,losathl,0110723
5,0.0378,losathl,0110723
6,0.0524,losathl,0110723
7,0,losathl,0110723
8,0,losathl,0110723
-6,0,losatlc,0110723
-5,0,losatlc,0110723
-4,0,losatlc,0110723
-3,0.0218,losatlc,0110723
-2,0.0172,losatlc,0110723
-1,0.0189,losatlc,0110723
0,0.0226,losatlc,0110723
1,0.023,losatlc,0110723
2,0.0343,losatlc,0110723
3,0.0204,losatlc,0110723
4,0.0202,losatlc,0110723
5,0.0186,losatlc,0110723
6,0.0247,losatlc,0110723
7,0,losatlc,0110723
8,0,losatlc,0110723
-6,0,losatnl,0110723
-5,0,losatnl,0110723
-4,0,losatnl,0110723
-3,0.0077,losatnl,0110723
-2,0.0071,losatnl,0110723
-1,0.0052,losatnl,0110723
0,0.008,losatnl,0110723
1,0.0051,losatnl,0110723
2,0.0074,losatnl,0110723
3,0.0089,losatnl,0110723
4,0.0074,losatnl,0110723
5,0.0169,losatnl,0110723
6,0.0276,losatnl,0110723
7,0,losatnl,0110723
8,0,losatnl,0110723
-6,0,losatsf,0110723
-5,0,losatsf,0110723
-4,0,losatsf,0110723
-3,0.0377,losatsf,0110723
-2,0.042,losatsf,0110723
-1,0.0324,losatsf,0110723
0,0.0232,losatsf,0110723
1,0.0284,losatsf,0110723
2,0.0315,losatsf,0110723
3,0.0244,losatsf,0110723
4,0.0237,losatsf,0110723
5,0.024,losatsf,0110723
6,0.0294,losatsf,0110723
7,0,losatsf,0110723
8,0,losatsf,0110723
-6,0,losatyh,0110723
-5,0,losatyh,0110723
-4,0,losatyh,0110723
-3,0.0961,losatyh,0110723
-2,0.0631,losatyh,0110723
-1,0.0605,losatyh,0110723
0,0.0703,losatyh,0110723
1,0.0664,losatyh,0110723
2,0.0854,losatyh,0110723
3,0.0924,losatyh,0110723
4,0.1044,losatyh,0110723
5,0.1547,losatyh,0110723
6,0.0979,losatyh,0110723
7,0,losatyh,0110723
8,0,losatyh,0110723
-6,0,lssupac,0110723
-5,0,lssupac,0110723
-4,0,lssupac,0110723
-3,0.1144,lssupac,0110723
-2,0.022,lssupac,0110723
-1,0.0213,lssupac,0110723
0,0.0169,lssupac,0110723
1,0.02,lssupac,0110723
2,0.0105,lssupac,0110723
3,0.0072,lssupac,0110723
4,0.0085,lssupac,0110723
5,0.0095,lssupac,0110723
6,0.0164,lssupac,0110723
7,0,lssupac,0110723
8,0,lssupac,0110723
-6,0,lssuplt,0110723
-5,0,lssuplt,0110723
-4,0,lssuplt,0110723
-3,0.0555,lssuplt,0110723
-2,0.0329,lssuplt,0110723
-1,0.0217,lssuplt,0110723
0,0.0149,lssuplt,0110723
1,0.0104,lssuplt,0110723
2,0.0077,lssuplt,0110723
3,0.0055,lssuplt,0110723
4,0.0038,lssuplt,0110723
5,0.0067,lssuplt,0110723
6,0.0043,lssuplt,0110723
7,0,lssuplt,0110723
8,0,lssuplt,0110723
-6,0,lssupnh,0110723
-5,0,lssupnh,0110723
-4,0,lssupnh,0110723
-3,0.0884,lssupnh,0110723
-2,0.0307,lssupnh,0110723
-1,0.0474,lssupnh,0110723
0,0.024,lssupnh,0110723
1,0.0597,lssupnh,0110723
2,0.0348,lssupnh,0110723
3,0.0318,lssupnh,0110723
4,0.03,lssupnh,0110723
5,0.0234,lssupnh,0110723
6,0.0437,lssupnh,0110723
7,0,lssupnh,0110723
8,0,lssupnh,0110723
-6,0,lssupvl,0110723
-5,0,lssupvl,0110723
-4,0,lssupvl,0110723
-3,0.1379,lssupvl,0110723
-2,0.0458,lssupvl,0110723
-1,0.0461,lssupvl,0110723
0,0.0505,lssupvl,0110723
1,0.0365,lssupvl,0110723
2,0.0369,lssupvl,0110723
3,0.046,lssupvl,0110723
4,0.0496,lssupvl,0110723
5,0.1807,lssupvl,0110723
6,0.1135,lssupvl,0110723
7,0,lssupvl,0110723
8,0,lssupvl,0110723
-6,0,ghmh,0112407
-5,0,ghmh,0112407
-4,0,ghmh,0112407
-3,0.0345,ghmh,0112407
-2,0.0242,ghmh,0112407
-1,0.0232,ghmh,0112407
0,0.0232,ghmh,0112407
1,0.025,ghmh,0112407
2,0.0401,ghmh,0112407
3,0.029,ghmh,0112407
4,0.0274,ghmh,0112407
5,0.0472,ghmh,0112407
6,0.0342,ghmh,0112407
7,0,ghmh,0112407
8,0,ghmh,0112407
-6,0,losat,0112407
-5,0,losat,0112407
-4,0,losat,0112407
-3,0.0766,losat,0112407
-2,0.047,losat,0112407
-1,0.0868,losat,0112407
0,0.0561,losat,0112407
1,0.0829,losat,0112407
2,0.0498,losat,0112407
3,0.0606,losat,0112407
4,0.054,losat,0112407
5,0.0803,losat,0112407
6,0.0651,losat,0112407
7,0,losat,0112407
8,0,losat,0112407
-6,0,losateo,0112407
-5,0,losateo,0112407
-4,0,losateo,0112407
-3,0.1584,losateo,0112407
-2,0.0564,losateo,0112407
-1,0.1055,losateo,0112407
0,0.0915,losateo,0112407
1,0.1052,losateo,0112407
2,0.1809,losateo,0112407
3,0.1039,losateo,0112407
4,0.0977,losateo,0112407
5,0.1738,losateo,0112407
6,0.1363,losateo,0112407
7,0,losateo,0112407
8,0,losateo,0112407
-6,0,losatfs,0112407
-5,0,losatfs,0112407
-4,0,losatfs,0112407
-3,0.0602,losatfs,0112407
-2,0.0521,losatfs,0112407
-1,0.0488,losatfs,0112407
0,0.0571,losatfs,0112407
1,0.0655,losatfs,0112407
2,0.1144,losatfs,0112407
3,0.0707,losatfs,0112407
4,0.067,losatfs,0112407
5,0.1291,losatfs,0112407
6,0.1121,losatfs,0112407
7,0,losatfs,0112407
8,0,losatfs,0112407
-6,0,losatft,0112407
-5,0,losatft,0112407
-4,0,losatft,0112407
-3,0.053,losatft,0112407
-2,0.0577,losatft,0112407
-1,0.057,losatft,0112407
0,0.0356,losatft,0112407
1,0.0449,losatft,0112407
2,0.0599,losatft,0112407
3,0.0388,losatft,0112407
4,0.0423,losatft,0112407
5,0.0466,losatft,0112407
6,0.0678,losatft,0112407
7,0,losatft,0112407
8,0,losatft,0112407
-6,0,losathl,0112407
-5,0,losathl,0112407
-4,0,losathl,0112407
-3,0.0959,losathl,0112407
-2,0.1063,losathl,0112407
-1,0.1608,losathl,0112407
0,0.6155,losathl,0112407
1,0.1323,losathl,0112407
2,0.1611,losathl,0112407
3,0.15,losathl,0112407
4,0.1773,losathl,0112407
5,0.3259,losathl,0112407
6,0.1458,losathl,0112407
7,0,losathl,0112407
8,0,losathl,0112407
-6,0,losatlc,0112407
-5,0,losatlc,0112407
-4,0,losatlc,0112407
-3,0.0292,losatlc,0112407
-2,0.0372,losatlc,0112407
-1,0.0259,losatlc,0112407
0,0.0743,losatlc,0112407
1,0.0656,losatlc,0112407
2,0.043,losatlc,0112407
3,0.042,losatlc,0112407
4,0.0447,losatlc,0112407
5,0.029,losatlc,0112407
6,0.0512,losatlc,0112407
7,0,losatlc,0112407
8,0,losatlc,0112407
-6,0,losatnl,0112407
-5,0,losatnl,0112407
-4,0,losatnl,0112407
-3,0.0479,losatnl,0112407
-2,0.0354,losatnl,0112407
-1,0.0964,losatnl,0112407
0,0.045,losatnl,0112407
1,0.0415,losatnl,0112407
2,0.0774,losatnl,0112407
3,0.0446,losatnl,0112407
4,0.0403,losatnl,0112407
5,0.058,losatnl,0112407
6,0.0501,losatnl,0112407
7,0,losatnl,0112407
8,0,losatnl,0112407
-6,0,losatsf,0112407
-5,0,losatsf,0112407
-4,0,losatsf,0112407
-3,0.0643,losatsf,0112407
-2,0.1355,losatsf,0112407
-1,0.0837,losatsf,0112407
0,0.0651,losatsf,0112407
1,0.0783,losatsf,0112407
2,0.1152,losatsf,0112407
3,0.0662,losatsf,0112407
4,0.0674,losatsf,0112407
5,0.0968,losatsf,0112407
6,0.0706,losatsf,0112407
7,0,losatsf,0112407
8,0,losatsf,0112407
-6,0,losatyh,0112407
-5,0,losatyh,0112407
-4,0,losatyh,0112407
-3,0.0738,losatyh,0112407
-2,0.1825,losatyh,0112407
-1,0.1221,losatyh,0112407
0,0.0975,losatyh,0112407
1,0.0981,losatyh,0112407
2,0.0804,losatyh,0112407
3,0.0811,losatyh,0112407
4,0.075,losatyh,0112407
5,0.0691,losatyh,0112407
6,0.0837,losatyh,0112407
7,0,losatyh,0112407
8,0,losatyh,0112407
-6,0,lssupac,0112407
-5,0,lssupac,0112407
-4,0,lssupac,0112407
-3,0.1134,lssupac,0112407
-2,0.0821,lssupac,0112407
-1,0.093,lssupac,0112407
0,0.0978,lssupac,0112407
1,0.1518,lssupac,0112407
2,0.1575,lssupac,0112407
3,0.4555,lssupac,0112407
4,0.2454,lssupac,0112407
5,0.202,lssupac,0112407
6,0.2006,lssupac,0112407
7,0,lssupac,0112407
8,0,lssupac,0112407
-6,0,lssuplt,0112407
-5,0,lssuplt,0112407
-4,0,lssuplt,0112407
-3,0.432,lssuplt,0112407
-2,0.1596,lssuplt,0112407
-1,0.1704,lssuplt,0112407
0,0.1342,lssuplt,0112407
1,0.1451,lssuplt,0112407
2,0.2223,lssuplt,0112407
3,0.4215,lssuplt,0112407
4,0.2008,lssuplt,0112407
5,0.0698,lssuplt,0112407
6,0.5167,lssuplt,0112407
7,0,lssuplt,0112407
8,0,lssuplt,0112407
-6,0,lssupnh,0112407
-5,0,lssupnh,0112407
-4,0,lssupnh,0112407
-3,0.2079,lssupnh,0112407
-2,0.1668,lssupnh,0112407
-1,0.3854,lssupnh,0112407
0,0.1035,lssupnh,0112407
1,0.2992,lssupnh,0112407
2,0.1742,lssupnh,0112407
3,0.1315,lssupnh,0112407
4,0.2248,lssupnh,0112407
5,0.08,lssupnh,0112407
6,0.3099,lssupnh,0112407
7,0,lssupnh,0112407
8,0,lssupnh,0112407
-6,0,lssupvl,0112407
-5,0,lssupvl,0112407
-4,0,lssupvl,0112407
-3,0.1323,lssupvl,0112407
-2,0.0841,lssupvl,0112407
-1,0.132,lssupvl,0112407
0,0.1344,lssupvl,0112407
1,0.401,lssupvl,0112407
2,0.175,lssupvl,0112407
3,0.0425,lssupvl,0112407
4,0.0381,lssupvl,0112407
5,0.056,lssupvl,0112407
6,0.0573,lssupvl,0112407
7,0,lssupvl,0112407
